,Date,Open,High,Low,Close,Volume
4025,2014-01-02,555.68,557.03,552.021,553.13,8381600.0
4026,2014-01-03,552.86,553.7,540.43,540.98,14016700.0
4027,2014-01-06,537.45,546.8,533.6,543.93,14736100.0
4028,2014-01-07,544.32,545.96,537.925,540.0375,11328900.0
4029,2014-01-08,538.81,545.56,538.69,543.46,9233200.0
4030,2014-01-09,546.8,546.86,535.3501,536.519,9969600.0
4031,2014-01-10,539.83,540.8,531.11,532.94,10892000.0
4032,2014-01-13,529.91,542.5,529.88,535.73,13517600.0
4033,2014-01-14,538.22,546.73,537.66,546.39,11877200.0
4034,2014-01-15,553.52,560.2,551.66,557.36,13987100.0
4035,2014-01-16,554.9,556.85,551.68,554.25,8188500.0
4036,2014-01-17,551.48,552.07,539.9,540.67,15240700.0
4037,2014-01-21,540.99,550.07,540.42,549.07,11733100.0
4038,2014-01-22,550.9147,557.29,547.81,551.51,13570900.0
4039,2014-01-23,549.94,556.5,544.8064,556.18,14401400.0
4040,2014-01-24,554.0,555.62,544.75,546.07,15334100.0
4041,2014-01-27,550.07,554.8,545.75,550.5,19817100.0
4042,2014-01-28,508.76,515.0,502.07,506.5,38054400.0
4043,2014-01-29,503.95,507.37,498.62,500.75,17957500.0
4044,2014-01-30,502.54,506.5,496.7,499.782,24232200.0
4045,2014-01-31,495.18,501.53,493.55,500.6,16599900.0
4046,2014-02-03,502.61,507.73,499.3,501.53,14338000.0
4047,2014-02-04,505.85,509.46,502.76,508.79,13452900.0
4048,2014-02-05,506.56,515.28,506.2519,512.59,11726600.0
4049,2014-02-06,510.06,513.5,507.81,512.51,9205900.0
4050,2014-02-07,521.38,522.9299,517.38,519.68,13224300.0
4051,2014-02-10,518.66,531.99,518.0,528.99,12341400.0
4052,2014-02-11,530.61,537.75,529.5,535.96,10080600.0
4053,2014-02-12,536.95,539.56,533.24,535.92,11003600.0
4054,2014-02-13,534.66,544.85,534.2,544.43,10978500.0
4055,2014-02-14,542.47,545.9799,541.21,543.99,9747300.0
4056,2014-02-18,546.0,551.19,545.61,545.99,9294700.0
4057,2014-02-19,544.75,546.89,534.35,537.37,11206000.0
4058,2014-02-20,532.99,537.0,529.0,531.15,10923500.0
4059,2014-02-21,532.7927,534.57,524.6,525.25,9956600.0
4060,2014-02-24,523.15,529.9199,522.42,527.55,10318200.0
4061,2014-02-25,529.38,529.565,521.0,522.06,8284000.0
4062,2014-02-26,523.61,525.0,515.6,517.35,9864900.0
4063,2014-02-27,517.14,528.78,516.05,527.67,10781500.0
4064,2014-02-28,529.08,532.75,522.12,526.24,13284600.0
4065,2014-03-03,523.42,530.65,522.81,527.76,8527900.0
4066,2014-03-04,531.0,532.64,527.77,531.24,9255000.0
4067,2014-03-05,530.92,534.75,529.13,532.36,7145100.0
4068,2014-03-06,532.79,534.4399,528.1,530.75,6624600.0
4069,2014-03-07,531.09,531.98,526.05,530.44,7883200.0
4070,2014-03-10,528.36,533.33,528.3391,530.92,6378000.0
4071,2014-03-11,535.45,538.74,532.59,536.09,9972300.0
4072,2014-03-12,534.51,537.35,532.0,536.61,7118800.0
4073,2014-03-13,537.44,539.66,529.16,530.65,9205100.0
4074,2014-03-14,528.79,530.89,523.0,524.69,8471400.0
4075,2014-03-17,527.7,529.97,525.85,526.74,7126600.0
4076,2014-03-18,525.9,531.97,525.2001,531.4,7487400.0
4077,2014-03-19,532.26,536.24,529.0,531.26,8027000.0
4078,2014-03-20,529.89,532.67,527.35,528.7,7442800.0
4079,2014-03-21,531.93,533.75,526.33,532.87,13358800.0
4080,2014-03-24,538.42,540.5,535.06,539.19,12703600.0
4081,2014-03-25,541.5,545.75,539.59,544.99,10081900.0
4082,2014-03-26,546.52,549.0,538.86,539.78,10706000.0
4083,2014-03-27,540.015,541.5,535.1201,537.46,7929700.0
4084,2014-03-28,538.32,538.9399,534.25,536.86,7163000.0
4085,2014-03-31,539.23,540.81,535.93,536.74,6023900.0
4086,2014-04-01,537.76,541.87,536.77,541.65,7170000.0
4087,2014-04-02,542.38,543.48,540.26,542.55,6443600.0
4088,2014-04-03,541.39,542.5,537.64,538.79,5798000.0
4089,2014-04-04,539.81,540.0,530.58,531.82,9830400.0
4090,2014-04-07,528.02,530.9,521.89,523.47,10351800.0
4091,2014-04-08,525.19,526.12,518.7001,523.44,8710300.0
4092,2014-04-09,522.64,530.49,522.02,530.32,7363200.0
4093,2014-04-10,530.68,532.24,523.17,523.48,8559000.0
4094,2014-04-11,519.0,522.83,517.14,519.61,9704200.0
4095,2014-04-14,521.9,522.16,517.21,521.68,7345500.0
4096,2014-04-15,520.27,521.64,511.33,517.9599,9517500.0
4097,2014-04-16,518.05,521.09,514.1354,519.01,7670200.0
4098,2014-04-17,520.0,527.76,519.2,524.94,10154800.0
4099,2014-04-21,525.34,532.14,523.96,531.17,6519600.0
4100,2014-04-22,528.31,531.826,526.501,531.6990000000001,7234400.0
4101,2014-04-23,529.06,531.13,524.45,524.75,14105000.0
4102,2014-04-24,568.21,570.0,560.73,567.77,27139700.0
4103,2014-04-25,564.53,571.99,563.96,571.94,13938400.0
4104,2014-04-28,572.8,595.75,572.55,594.09,23910200.0
4105,2014-04-29,593.74,595.98,589.51,592.33,12049200.0
4106,2014-04-30,592.64,599.43,589.8,590.09,16308600.0
4107,2014-05-01,592.0,594.8,586.36,591.48,8716000.0
4108,2014-05-02,592.34,594.2,589.71,592.58,6839800.0
4109,2014-05-05,590.14,601.0,590.0,600.96,10252400.0
4110,2014-05-06,601.8,604.4099,594.41,594.41,13377300.0
4111,2014-05-07,595.25,597.29,587.73,592.33,10102300.0
4112,2014-05-08,588.25,594.41,586.4,587.99,8224900.0
4113,2014-05-09,584.54,586.25,580.33,585.5425,10414200.0
4114,2014-05-12,587.49,593.66,587.4,592.83,7614600.0
4115,2014-05-13,592.0,594.54,590.7,593.76,5704900.0
4116,2014-05-14,592.43,597.4,591.74,593.87,5943000.0
4117,2014-05-15,594.7,596.6,588.04,588.82,8244500.0
4118,2014-05-16,588.63,597.53,585.4,597.51,9866300.0
4119,2014-05-19,597.85,607.33,597.33,604.59,11348400.0
4120,2014-05-20,604.51,606.4,600.73,604.71,8387000.0
4121,2014-05-21,603.83,606.7,602.06,606.31,7030700.0
4122,2014-05-22,606.6,609.85,604.1,607.27,7170000.0
4123,2014-05-23,607.25,614.7293,606.47,614.13,8293200.0
4124,2014-05-27,615.88,625.86,615.63,625.63,12459500.0
4125,2014-05-28,626.02,629.83,623.78,624.01,11267200.0
4126,2014-05-29,627.85,636.87,627.77,635.38,13445500.0
4127,2014-05-30,637.98,644.17,628.9,633.0,20143600.0
4128,2014-06-02,633.96,634.83,622.5,628.65,13191100.0
4129,2014-06-03,628.46,638.74,628.25,637.54,10453900.0
4130,2014-06-04,637.44,647.89,636.11,644.82,11981500.0
4131,2014-06-05,646.2,649.3699,642.61,647.35,10850200.0
4132,2014-06-06,649.9,651.26,644.47,645.57,12497800.0
4133,2014-06-09,92.7,93.88,91.75,93.7,75414997.0
4134,2014-06-10,94.73,95.05,93.57,94.25,62777000.0
4135,2014-06-11,94.13,94.76,93.47,93.86,45681000.0
4136,2014-06-12,94.04,94.12,91.9,92.29,54749000.0
4137,2014-06-13,92.2,92.44,90.88,91.28,54525000.0
4138,2014-06-16,91.51,92.75,91.45,92.2,35561000.0
4139,2014-06-17,92.31,92.7,91.8,92.08,29726000.0
4140,2014-06-18,92.27,92.29,91.35,92.18,33514000.0
4141,2014-06-19,92.29,92.3,91.3389,91.86,35528000.0
4142,2014-06-20,91.85,92.55,90.9,90.91,100898000.0
4143,2014-06-23,91.32,91.62,90.6,90.83,43694000.0
4144,2014-06-24,90.75,91.74,90.19,90.28,39036000.0
