,Date,Open,High,Low,Close,Volume
1041,2018-05-15,12.18,12.46,12.16,12.45,44183200
1042,2018-05-16,12.64,12.98,12.62,12.82,73364000
1043,2018-05-17,12.79,12.9,12.66,12.82,38692500
1044,2018-05-18,13.06,13.26,12.91,13.0,54063400
1045,2018-05-21,13.25,13.31,12.88,12.99,49714200
1046,2018-05-22,13.0,13.14,12.71,12.98,43267000
1047,2018-05-23,12.93,13.18,12.9,13.1,44388300
1048,2018-05-24,13.06,13.43,13.03,13.41,47181300
1049,2018-05-25,13.4,13.72,13.36,13.54,43850100
1050,2018-05-29,13.45,13.63,13.26,13.36,39339400
1051,2018-05-30,13.48,13.95,13.48,13.82,58186400
1052,2018-05-31,13.74,13.93,13.69,13.73,46797700
1053,2018-06-01,13.98,14.4,13.92,14.4,71227400
1054,2018-06-04,14.76,14.98,14.52,14.85,74244700
1055,2018-06-05,14.85,14.92,14.63,14.85,56122700
1056,2018-06-06,15.07,15.74,15.04,15.67,97089000
1057,2018-06-07,15.83,15.97,14.85,14.89,99860300
1058,2018-06-08,14.52,15.33,14.31,15.25,81930500
1059,2018-06-11,15.21,15.89,15.01,15.73,80737600
1060,2018-06-12,15.84,15.95,15.43,15.85,67002600
1061,2018-06-13,15.81,16.52,15.78,16.32,90227300
1062,2018-06-14,16.620001000000002,16.790001,15.58,16.25,113048600
1063,2018-06-15,16.059998999999998,16.52,15.82,16.34,77612200
1064,2018-06-18,16.18,17.34,16.129998999999998,17.110001,104317400
1065,2018-06-19,16.85,17.290001,16.309998999999998,16.690001000000002,92542900
1066,2018-06-20,16.83,17.129998999999998,16.370001000000002,16.52,76280600
1067,2018-06-21,16.65,16.870001000000002,15.46,15.65,95638400
1068,2018-06-22,15.78,15.91,15.56,15.8,59257100
1069,2018-06-25,15.64,15.74,14.54,15.11,94418400
1070,2018-06-26,15.32,15.6,15.1,15.5,54213500
1071,2018-06-27,15.65,15.76,14.96,14.97,56014300
1072,2018-06-28,14.85,15.36,14.75,15.31,48716800
1073,2018-06-29,15.41,15.49,14.98,14.99,41527800
1074,2018-07-02,14.8,15.18,14.74,15.16,43398800
1075,2018-07-03,15.21,15.34,14.96,15.0,32094000
1076,2018-07-05,15.13,15.5,15.02,15.5,40703300
1077,2018-07-06,15.52,16.389999,15.48,16.360001,65101700
1078,2018-07-09,16.73,16.84,16.17,16.610001,58525500
1079,2018-07-10,16.59,16.65,16.309998999999998,16.549999,37093000
1080,2018-07-11,16.15,16.530001000000002,16.02,16.27,42544100
1081,2018-07-12,16.41,16.790001,16.379998999999998,16.559998999999998,44188100
1082,2018-07-13,16.68,16.690001000000002,16.219998999999998,16.27,40614100
1083,2018-07-16,16.42,17.0,16.41,16.58,65275300
1084,2018-07-17,16.5,16.879998999999998,16.48,16.870001000000002,42313500
1085,2018-07-18,16.940001000000002,16.99,16.549999,16.85,40881500
1086,2018-07-19,16.709999,16.879998999999998,16.549999,16.709999,41267800
1087,2018-07-20,16.66,16.879998999999998,16.440001000000002,16.5,42879800
1088,2018-07-23,16.469998999999998,16.68,15.9,16.66,44940800
1089,2018-07-24,16.75,16.860001,16.110001,16.190001000000002,58201500
1090,2018-07-25,16.299999,16.389999,15.72,16.049999,82604900
1091,2018-07-26,17.16,18.450001,16.83,18.35,192661100
1092,2018-07-27,19.07,19.879999,18.309999,18.940001,161903800
1093,2018-07-30,19.4,20.18,19.309999,19.42,160823400
1094,2018-07-31,19.35,19.5,18.27,18.33,118403400
1095,2018-08-01,18.34,18.950001,18.32,18.48,75495200
1096,2018-08-02,18.17,18.83,18.0,18.790001,52867100
1097,2018-08-03,18.940001,19.059999,18.370001,18.49,53232100
1098,2018-08-06,18.889999,19.440001,18.459999,19.43,83579700
1099,2018-08-07,19.530001,19.709999,19.08,19.559999,72822600
1100,2018-08-08,19.459999,19.77,19.26,19.58,52081400
1101,2018-08-09,19.58,19.709999,19.08,19.1,46536400
1102,2018-08-10,19.09,19.48,18.85,19.059999,65821100
1103,2018-08-13,19.16,19.93,19.120001,19.73,81262200
1104,2018-08-14,19.969999,20.280001,19.629999,20.02,89195500
1105,2018-08-15,19.860001,20.1,19.200001,19.700001,86355700
1106,2018-08-16,19.860001,20.07,19.25,19.33,69733700
1107,2018-08-17,19.120001,19.82,18.73,19.77,60616600
1108,2018-08-20,19.790001,20.08,19.35,19.98,62983200
1109,2018-08-21,19.98,20.42,19.860001,20.4,55629000
1110,2018-08-22,20.280001,20.92,20.209999,20.9,62002700
1111,2018-08-23,21.190001,22.32,21.139999,22.290001,113444100
1112,2018-08-24,22.91,24.0,22.67,23.98,164328200
1113,2018-08-27,24.940001,27.299999,24.629999,25.26,325058400
1114,2018-08-28,25.51,26.18,24.040001,25.049999,215771200
1115,2018-08-29,24.360001,25.41,24.01,25.200001,143079800
